id_depto,id_nivel,cantidad
86182,primaria,722
86182,secundaria,624
86182,terciario,2240
86189,jardin_infante,274
86189,jardin_maternal,587
86189,primaria,1173
86189,secundaria,1076
86189,terciario,4595
90007,jardin_infante,1531
90007,jardin_maternal,2799
90007,primaria,6034
90007,secundaria,4942
90007,terciario,21305
90014,jardin_infante,7894
90014,jardin_maternal,13177
90014,primaria,29374
90014,secundaria,23883
90014,terciario,109422
90021,jardin_infante,2897
90021,jardin_maternal,4754
90021,primaria,10719
90021,secundaria,8977
90021,terciario,44026
90028,jardin_infante,1593
90028,jardin_maternal,2646
90028,primaria,5489
90028,secundaria,4607
90028,terciario,19946
90035,jardin_infante,553
90035,jardin_maternal,881
90035,primaria,1880
90035,secundaria,1613
90035,terciario,7118
90042,jardin_infante,1045
90042,jardin_maternal,1863
90042,primaria,4124
90042,secundaria,3462
90042,terciario,16147
90049,jardin_infante,659
90049,jardin_maternal,1235
90049,primaria,2557
90049,secundaria,2282
90049,terciario,10058
90056,jardin_infante,2067
90056,jardin_maternal,3611
90056,primaria,7892
90056,secundaria,6716
90056,terciario,30596
90063,jardin_infante,3188
90063,jardin_maternal,5354
90063,primaria,12694
90063,secundaria,9951
90063,terciario,45154
90070,jardin_infante,2452
90070,jardin_maternal,4071
90070,primaria,9280
90070,secundaria,7910
90070,terciario,36320
90077,jardin_infante,2001
90077,jardin_maternal,3524
90077,primaria,7740
90077,secundaria,6483
90077,terciario,30450
90084,jardin_infante,16533
90084,jardin_maternal,27556
90084,primaria,60342
90084,secundaria,50598
90084,terciario,279957
90091,jardin_infante,1142
90091,jardin_maternal,1990
90091,primaria,4427
90091,secundaria,3591
90091,terciario,16596
90098,jardin_infante,655
90098,jardin_maternal,1173
90098,primaria,2606
90098,secundaria,2135
90098,terciario,10184
90105,jardin_infante,5842
90105,jardin_maternal,9210
90105,primaria,21744
90105,secundaria,17829
90105,terciario,82787
90112,jardin_infante,772
90112,jardin_maternal,1413
90112,primaria,2854
90112,secundaria,2478
90112,terciario,10878
90119,jardin_infante,3179
90119,jardin_maternal,5241
90119,primaria,11860
90119,secundaria,10036
90119,terciario,48335
94008,jardin_infante,3293
94008,jardin_maternal,4794
94008,primaria,11816
94008,secundaria,9779
94008,terciario,49875
94011,jardin_infante,219
94011,jardin_maternal,362
94011,primaria,832
94011,secundaria,662
94011,terciario,2944
94015,jardin_infante,2476
94015,jardin_maternal,3659
94015,primaria,8898
94015,secundaria,7210
94015,terciario,41320
